year,month,day,week_day,requests
2017,10,3,1,4437353
2017,10,4,2,4619199
2017,10,5,3,4687658
2017,10,6,4,5008686
2017,10,7,5,4880596
2017,10,8,6,3892138
2017,10,9,0,4704762
2017,10,10,1,4594171
2017,10,11,2,4680900
2017,10,12,3,4721735
2017,10,13,4,5048518
2017,10,14,5,4777238
2017,10,15,6,4008159
2017,10,16,0,4513728
2017,10,17,1,4344094
2017,10,18,2,4389734
2017,10,19,3,4323487
2017,10,20,4,4623675
2017,10,21,5,4235116
2017,10,22,6,3270308
2017,10,23,0,4124088
2017,10,24,1,4038368
2017,10,25,2,4161808
2017,10,26,3,4155778
2017,10,27,4,4510317
2017,10,28,5,4194248
2017,10,29,6,3238777
2017,10,30,0,4210325
2017,10,31,1,4067287
2017,11,1,2,3734593
2017,11,2,3,4032306
2017,11,3,4,4358695
2017,11,4,5,3912945
2017,11,5,6,2977198
2017,11,6,0,3996792
2017,11,7,1,3846631
2017,11,8,2,3903061
2017,11,9,3,3900079
2017,11,10,4,4226698
2017,11,11,5,3790972
2017,11,12,6,2947560
2017,11,13,0,3941035
2017,11,14,1,3791253
2017,11,15,2,3871592
2017,11,16,3,3835787
2017,11,17,4,4248072
2017,11,18,5,3696781
2017,11,19,6,2860964
2017,11,20,0,3836370
2017,11,21,1,3719150
2017,11,22,2,3835978
2017,11,23,3,3863116
2017,11,24,4,4342842
2017,11,25,5,3752625
2017,11,26,6,2898377
2017,11,27,0,3910073
2017,11,28,1,3784010
2017,11,29,2,3861469
2017,11,30,3,3966089
2017,12,1,4,4247419
2017,12,2,5,3701171
2017,12,3,6,2870994
2017,12,4,0,3870739
2017,12,5,1,4022893
2017,12,6,2,3895751
2017,12,7,3,3935773
2017,12,8,4,4118441
2017,12,9,5,3538306
2017,12,10,6,2854321
2017,12,11,0,3988076
2017,12,12,1,3833336
2017,12,13,2,3855951
2017,12,14,3,3960113
2017,12,15,4,4081870
2017,12,16,5,3768699
2017,12,17,6,2902843
2017,12,18,0,3911613
2017,12,19,1,3888012
2017,12,20,2,4100907
2017,12,21,3,4258049
2017,12,22,4,4867460
2017,12,23,5,4671379
2017,12,24,6,3281371
2017,12,25,0,3070044
2017,12,26,1,3379329
2017,12,27,2,4080559
2017,12,28,3,3944700
2017,12,29,4,4167273
2017,12,30,5,3818058
2017,12,31,6,3326136
2018,1,1,0,3295453
2018,1,2,1,3612052
2018,1,3,2,3892934
2018,1,4,3,3772694
2018,1,5,4,3971612
2018,1,6,5,3472616
2018,1,7,6,2815776
2018,1,8,0,3760107
2018,1,9,1,3564174
2018,1,10,2,3609335
2018,1,11,3,3539987
2018,1,12,4,3756201
2018,1,13,5,3381066
2018,1,14,6,2623068
2018,1,15,0,3649824
2018,1,16,1,3492543
2018,1,17,2,3547751
2018,1,18,3,3518163
2018,1,19,4,3844498
2018,1,20,5,3292513
2018,1,21,6,2571710
2018,1,22,0,3664914
2018,1,23,1,3612597
2018,1,24,2,3752775
2018,1,25,3,3729029
2018,1,26,4,3949813
2018,1,27,5,3646967
2018,1,28,6,2940264
2018,1,29,0,3890398
2018,1,30,1,3734384
2018,1,31,2,3878880
2018,2,1,3,3757084
2018,2,2,4,4039735
2018,2,3,5,3566625
2018,2,4,6,2895721
2018,2,5,0,3754013
2018,2,6,1,3712840
2018,2,7,2,3793191
2018,2,8,3,3760072
2018,2,9,4,4115528
2018,2,10,5,3709196
2018,2,11,6,2995218
2018,2,12,0,3914778
2018,2,13,1,3800785
2018,2,14,2,2552177
2018,2,15,3,3800497
2018,2,16,4,4073721
2018,2,17,5,3544965
2018,2,18,6,2910381
2018,2,19,0,3768434
2018,2,20,1,3575192
2018,2,21,2,3709778
2018,2,22,3,3670239
2018,2,23,4,3981053
2018,2,24,5,3633312
2018,2,25,6,2822485
2018,2,26,0,3770744
2018,2,27,1,3617344
2018,2,28,2,3756100
2018,3,1,3,3854505
2018,3,2,4,4015546
2018,3,3,5,3633769
2018,3,4,6,2946266
2018,3,5,0,3878808
2018,3,6,1,3738503
2018,3,7,2,3800386
2018,3,8,3,4131060
2018,3,9,4,4063591
2018,3,10,5,3553005
2018,3,11,6,2760800
2018,3,12,0,4472939
2018,3,13,1,4559864
2018,3,14,2,4091482
2018,3,15,3,3784731
2018,3,16,4,4131194
2018,3,17,5,3547841
2018,3,18,6,2798535
2018,3,19,0,3767254
2018,3,20,1,3690798
2018,3,21,2,3821515
2018,3,22,3,4033090
2018,3,23,4,4155537
2018,3,24,5,3819808
2018,3,25,6,2927172
2018,3,26,0,3962315
2018,3,27,1,4274248
2018,3,28,2,4236306
2018,3,29,3,4813277
2018,3,30,4,4669768
2018,3,31,5,4521739
2018,4,1,6,3825170
2018,4,2,0,4087543
2018,4,3,1,4468737
2018,4,4,2,4266166
2018,4,5,3,4319284
2018,4,6,4,4630801
2018,4,7,5,4251006
2018,4,8,6,3506329
2018,4,9,0,4219552
2018,4,10,1,4161454
2018,4,11,2,4292588
2018,4,12,3,4279255
2018,4,13,4,4533269
2018,4,14,5,4139569
2018,4,15,6,3412909
2018,4,16,0,4288685
2018,4,17,1,4217813
2018,4,18,2,4231159
2018,4,19,3,4268716
2018,4,20,4,3929960
2018,4,21,5,4346437
2018,4,22,6,3649863
2018,4,23,0,4304092
2018,4,24,1,4275329
2018,4,25,2,4445593
2018,4,26,3,4426273
2018,4,27,4,4858418
2018,4,28,5,4560631
2018,4,29,6,3756919
2018,4,30,0,4665301
2018,5,1,1,3822996
2018,5,2,2,4451856
2018,5,3,3,4317860
2018,5,4,4,4712879
2018,5,5,5,4365367
2018,5,6,6,3555379
2018,5,7,0,4294610
2018,5,8,1,4187123
2018,5,9,2,4759511
2018,5,10,3,4238507
2018,5,11,4,5129893
2018,5,12,5,4648008
2018,5,13,6,3951633
2018,5,14,0,4348246
2018,5,15,1,4012295
2018,5,16,2,4210646
2018,5,17,3,4256424
2018,5,18,4,4771519
2018,5,19,5,4504942
2018,5,20,6,3803807
2018,5,21,0,3885205
2018,5,22,1,4256245
2018,5,23,2,4197983
2018,5,24,3,4211342
2018,5,25,4,4600441
2018,5,26,5,4158680
2018,5,27,6,3420597
2018,5,28,0,4291304
2018,5,29,1,4274742
2018,5,30,2,4457314
2018,5,31,3,4336012
2018,6,1,4,4738711
2018,6,2,5,4282298
2018,6,3,6,3590825
2018,6,4,0,4321225
2018,6,5,1,4225619
2018,6,6,2,4284665
2018,6,7,3,4339333
2018,6,8,4,4708856
2018,6,9,5,4281387
2018,6,10,6,3537768
2018,6,11,0,4372968
2018,6,12,1,4211939
2018,6,13,2,4303683
2018,6,14,3,4380285
2018,6,15,4,4749938
2018,6,16,5,4275720
2018,6,17,6,3531814
2018,6,18,0,4429643
2018,6,19,1,4349240
2018,6,20,2,4483663
2018,6,21,3,4483371
2018,6,22,4,4791652
2018,6,23,5,4454384
2018,6,24,6,3657157
2018,6,25,0,4554260
2018,6,26,1,4452442
2018,6,27,2,4521731
2018,6,28,3,4630054
2018,6,29,4,4981684
2018,6,30,5,4607107
2018,7,1,6,3872906
2018,7,2,0,4576856
2018,7,3,1,4345115
2018,7,4,2,4463374
2018,7,5,3,4518968
2018,7,6,4,4825268
2018,7,7,5,4790815
2018,7,8,6,4033189
2018,7,9,0,4723918
2018,7,10,1,4541756
2018,7,11,2,4618924
2018,7,12,3,4908219
2018,7,13,4,5215400
2018,7,14,5,5272611
2018,7,15,6,4307373
2018,7,16,0,5082430
2018,7,17,1,4920616
2018,7,18,2,4954920
2018,7,19,3,5055583
2018,7,20,4,5503308
2018,7,21,5,5532831
2018,7,22,6,4633677
2018,7,23,0,5183950
2018,7,24,1,5070828
2018,7,25,2,5240444
2018,7,26,3,5460549
2018,7,27,4,5999179
2018,7,28,5,5766290
2018,7,29,6,4968428
2018,7,30,0,5371052
2018,7,31,1,5369190
2018,8,1,2,4875230
2018,8,2,3,5045678
2018,8,3,4,5376159
2018,8,4,5,5216477
2018,8,5,6,4428565
2018,8,6,0,4825128
2018,8,7,1,4690594
2018,8,8,2,4678330
2018,8,9,3,4688583
2018,8,10,4,5069916
2018,8,11,5,4901646
2018,8,12,6,4041120
2018,8,13,0,4450117
2018,8,14,1,4355841
2018,8,15,2,4227848
2018,8,16,3,4432204
2018,8,17,4,4695262
2018,8,18,5,4486123
2018,8,19,6,3748782
2018,8,20,0,4345325
2018,8,21,1,4160216
2018,8,22,2,4177982
2018,8,23,3,4218811
2018,8,24,4,4556405
2018,8,25,5,4213800
2018,8,26,6,3583664
2018,8,27,0,4283505
2018,8,28,1,4171461
2018,8,29,2,4220942
2018,8,30,3,4203162
2018,8,31,4,4563247
2018,9,1,5,4326089
2018,9,2,6,3548466
2018,9,3,0,4316149
2018,9,4,1,4200177
2018,9,5,2,4289576
2018,9,6,3,4209920
2018,9,7,4,4619415
2018,9,8,5,4391371
2018,9,9,6,3775284
2018,9,10,0,4406377
2018,9,11,1,4198522
2018,9,12,2,4240042
2018,9,13,3,4221980
2018,9,14,4,4602728
2018,9,15,5,4336893
2018,9,16,6,3640416
2018,9,17,0,4256051
2018,9,18,1,4105204
2018,9,19,2,4171325
2018,9,20,3,4208915
2018,9,21,4,4496524
2018,9,22,5,4190098
2018,9,23,6,3514655
2018,9,24,0,4216869
2018,9,25,1,4178381
2018,9,26,2,4285194
2018,9,27,3,4327557
2018,9,28,4,4730091
2018,9,29,5,4511536
2018,9,30,6,3770641
2018,10,1,0,4420089
2018,10,2,1,4332228
2018,10,3,2,4319132
2018,10,4,3,4458856
2018,10,5,4,4819685
2018,10,6,5,4570828
2018,10,7,6,3727690
2018,10,8,0,4609696
2018,10,9,1,4482929
2018,10,10,2,4563877
2018,10,11,3,4559914
2018,10,12,4,4878935
2018,10,13,5,4565052
2018,10,14,6,3806175
2018,10,15,0,4374267
2018,10,16,1,4257186
2018,10,17,2,4271336
2018,10,18,3,4289118
2018,10,19,4,4556290
2018,10,20,5,4162371
2018,10,21,6,3404905
2018,10,22,0,4100997
2018,10,23,1,3925466
2018,10,24,2,3946847
2018,10,25,3,4051531
2018,10,26,4,4300753
2018,10,27,5,3848567
2018,10,28,6,3061991
2018,10,29,0,4119203
2018,10,30,1,4003989
2018,10,31,2,4145578
2018,11,1,3,3703076
2018,11,2,4,4211495
2018,11,3,5,3772581
2018,11,4,6,3010597
2018,11,5,0,3840633
2018,11,6,1,3782741
2018,11,7,2,3824728
2018,11,8,3,3774344
2018,11,9,4,4011480
2018,11,10,5,3533543
2018,11,11,6,2800392
2018,11,12,0,3759486
2018,11,13,1,3588994
2018,11,14,2,3662433
2018,11,15,3,3690361
2018,11,16,4,3916930
2018,11,17,5,3446847
2018,11,18,6,2778511
2018,11,19,0,3645267
2018,11,20,1,3516101
2018,11,21,2,3549715
2018,11,22,3,3590272
2018,11,23,4,4092083
2018,11,24,5,3572990
2018,11,25,6,2743268
2018,11,26,0,3730655
2018,11,27,1,3592022
2018,11,28,2,3667151
2018,11,29,3,3705368
2018,11,30,4,4009596
2018,12,1,5,3513540
2018,12,2,6,2653999
2018,12,3,0,3805611
2018,12,4,1,3561066
2018,12,5,2,3593502
2018,12,6,3,3635998
2018,12,7,4,3968085
2018,12,8,5,3398299
2018,12,9,6,2702481
2018,12,10,0,3670743
2018,12,11,1,3536195
2018,12,12,2,3564928
2018,12,13,3,3569560
2018,12,14,4,3831122
2018,12,15,5,3455768
2018,12,16,6,2615838
2018,12,17,0,3734391
2018,12,18,1,3622404
2018,12,19,2,3749131
2018,12,20,3,3994306
2018,12,21,4,4589611
2018,12,22,5,4561234
2018,12,23,6,3738645
2018,12,24,0,3657182
2018,12,25,1,2962451
2018,12,26,2,3362062
2018,12,27,3,3975296
2018,12,28,4,4057794
2018,12,29,5,3890439
2018,12,30,6,3293407
2018,12,31,0,3725154
2019,1,1,1,3220112
2019,1,2,2,3569067
2019,1,3,3,3759019
2019,1,4,4,3811129
2019,1,5,5,3471310
2019,1,6,6,2726653
2019,1,7,0,3558036
2019,1,8,1,3329833
2019,1,9,2,3353931
2019,1,10,3,3346551
2019,1,11,4,3566613
2019,1,12,5,3136120
2019,1,13,6,2462904
2019,1,14,0,3106586
2019,1,15,1,3381084
2019,1,16,2,3418246
2019,1,17,3,3377414
2019,1,18,4,3636510
2019,1,19,5,3295818
2019,1,20,6,2500187
2019,1,21,0,3467434
2019,1,22,1,3343521
2019,1,23,2,3340260
2019,1,24,3,3346303
2019,1,25,4,3719514
2019,1,26,5,3326008
2019,1,27,6,2581695
2019,1,28,0,3580945
2019,1,29,1,3495144
2019,1,30,2,3469009
2019,1,31,3,3976669
2019,2,1,4,3710761
2019,2,2,5,3267341
2019,2,3,6,2556360
2019,2,4,0,3613596
2019,2,5,1,4123340
2019,2,6,2,3513746
2019,2,7,3,3492875
2019,2,8,4,3808758
2019,2,9,5,3387816
2019,2,10,6,2594186
2019,2,11,0,3592133
2019,2,12,1,3499749
2019,2,13,2,3568402
2019,2,14,3,3619604
2019,2,15,4,3812905
2019,2,16,5,3460670
2019,2,17,6,2844476
2019,2,18,0,3590745
2019,2,19,1,3482769
2019,2,20,2,3536496
2019,2,21,3,3577081
2019,2,22,4,3779662
2019,2,23,5,3388509
2019,2,24,6,2770801
2019,2,25,0,3673818
2019,2,26,1,3539472
2019,2,27,2,3584301
2019,2,28,3,3586051
2019,3,1,4,3671270
2019,3,2,5,3357751
2019,3,3,6,2675097
2019,3,4,0,3562186
2019,3,5,1,3519624
2019,3,6,2,3533408
2019,3,7,3,3504739
2019,3,8,4,3772858
2019,3,9,5,3312995
2019,3,10,6,2615952
2019,3,11,0,3562863
2019,3,12,1,3486002
2019,3,13,2,3474340
2019,3,14,3,3526539
2019,3,15,4,3780951
2019,3,16,5,3461787
2019,3,17,6,2638859
2019,3,18,0,3528286
2019,3,19,1,3388382
2019,3,20,2,3558275
2019,3,21,3,3583421
2019,3,22,4,3812678
2019,3,23,5,3454673
2019,3,24,6,2827634
2019,3,25,0,3665516
2019,3,26,1,3490070
2019,3,27,2,3582097
2019,3,28,3,3627336
2019,3,29,4,3928179
2019,3,30,5,3605786
2019,3,31,6,2900435
2019,4,1,0,3720892
2019,4,2,1,3518599
2019,4,3,2,3496411
2019,4,4,3,3548592
2019,4,5,4,3912277
2019,4,6,5,3544732
2019,4,7,6,2765799
2019,4,8,0,3779858
2019,4,9,1,3662325
2019,4,10,2,3702019
2019,4,11,3,3702151
2019,4,12,4,4401505
2019,4,13,5,3941019
2019,4,14,6,2953039
2019,4,15,0,3963176
2019,4,16,1,4052980
2019,4,17,2,4775955
2019,4,18,3,5327448
2019,4,19,4,4466804
2019,4,20,5,4466882
2019,4,21,6,4127615
2019,4,22,0,4102241
2019,4,23,1,4567022
2019,4,24,2,4349792
2019,4,25,3,4305883
2019,4,26,4,4598603
2019,4,27,5,4034317
2019,4,28,6,3295786
2019,4,29,0,4151323
2019,4,30,1,4121764
2019,5,1,2,3576912
2019,5,2,3,3932076
2019,5,3,4,4181410
2019,5,4,5,3746443
2019,5,5,6,3017730
2019,5,6,0,3781713
2019,5,7,1,3703408
2019,5,8,2,3708386
2019,5,9,3,3779731
2019,5,10,4,4061304
2019,5,11,5,3599140
2019,5,12,6,2994014
2019,5,13,0,3728540
2019,5,14,1,3642886
2019,5,15,2,3712632
2019,5,16,3,3725745
2019,5,17,4,3981790
2019,5,18,5,3559238
2019,5,19,6,2862910
2019,5,20,0,3770863
2019,5,21,1,3681996
2019,5,22,2,3550894
2019,5,23,3,3830445
2019,5,24,4,4138518
2019,5,25,5,3774106
2019,5,26,6,3161264
2019,5,27,0,3956744
2019,5,28,1,3037616
2019,5,29,2,4417643
2019,5,30,3,4071351
2019,5,31,4,4824256
2019,6,1,5,4288640
2019,6,2,6,3783175
2019,6,3,0,4166563
2019,6,4,1,4000402
2019,6,5,2,4065601
2019,6,6,3,4112860
2019,6,7,4,4598716
2019,6,8,5,4412281
2019,6,9,6,3488329
2019,6,10,0,3425971
2019,6,11,1,4120365
2019,6,12,2,4046544
2019,6,13,3,4111398
2019,6,14,4,4348130
2019,6,15,5,3926443
2019,6,16,6,3257398
2019,6,17,0,4199378
2019,6,18,1,4067530
2019,6,19,2,4190128
2019,6,20,3,4042565
2019,6,21,4,4524512
2019,6,22,5,4073705
2019,6,23,6,3612451
2019,6,24,0,4411274
2019,6,25,1,4318791
2019,6,26,2,4385147
2019,6,27,3,4516224
2019,6,28,4,4845632
2019,6,29,5,4466073
2019,6,30,6,3749386
2019,7,1,0,4486413
2019,7,2,1,4362094
2019,7,3,2,4427298
2019,7,4,3,4470364
2019,7,5,4,4800517
2019,7,6,5,4656059
2019,7,7,6,3917782
2019,7,8,0,4709107
2019,7,9,1,4615796
2019,7,10,2,4708760
2019,7,11,3,4619037
2019,7,12,4,5105870
2019,7,13,5,5049298
2019,7,14,6,4229157
2019,7,15,0,4908386
2019,7,16,1,4898211
2019,7,17,2,4837033
2019,7,18,3,4947701
2019,7,19,4,5293350
2019,7,20,5,5302753
2019,7,21,6,4536296
2019,7,22,0,5098554
2019,7,23,1,5204805
2019,7,24,2,5609769
2019,7,25,3,5232239
2019,7,26,4,5643003
2019,7,27,5,5577888
2019,7,28,6,4540270
2019,7,29,0,6328701
2019,7,30,1,7003270
2019,7,31,2,10882038
2019,8,1,3,11321466
2019,8,2,4,11434174
2019,8,3,5,11088969
2019,8,4,6,9679051
2019,8,5,0,9110514
2019,8,6,1,5758831
2019,8,7,2,4738396
2019,8,8,3,4583972
2019,8,9,4,4920376
2019,8,10,5,4673011
2019,8,11,6,4125736
2019,8,12,0,4501055
2019,8,13,1,4299707
2019,8,14,2,4649305
2019,8,15,3,4147088
2019,8,16,4,4584473
2019,8,17,5,4328207
2019,8,18,6,3694087
2019,8,19,0,4176330
2019,8,20,1,4059788
2019,8,21,2,4376100
2019,8,22,3,4110658
2019,8,23,4,4340411
2019,8,24,5,4038443
2019,8,25,6,3416909
2019,8,26,0,4251487
2019,8,27,1,4009374
2019,8,28,2,4026706
2019,8,29,3,4110687
2019,8,30,4,4487101
2019,8,31,5,4219265
2019,9,1,6,3334703
2019,9,2,0,4088119
2019,9,3,1,4029404
2019,9,4,2,4198495
2019,9,5,3,4000520
2019,9,6,4,4308213
2019,9,7,5,4009382
2019,9,8,6,3219585
2019,9,9,0,4144038
2019,9,10,1,4020880
2019,9,11,2,4094588
2019,9,12,3,4118397
2019,9,13,4,4453973
2019,9,14,5,4199968
2019,9,15,6,3565181
2019,9,16,0,4151611
2019,9,17,1,3982435
2019,9,18,2,4009374
2019,9,19,3,4035607
2019,9,20,4,4364628
2019,9,21,5,4147189
2019,9,22,6,3322354
2019,9,23,0,4088304
2019,9,24,1,3950375
2019,9,25,2,4118265
2019,9,26,3,4174465
2019,9,27,4,4571328
2019,9,28,5,4421070
2019,9,29,6,3780773
2019,9,30,0,4410878
2019,10,1,1,4201641
2019,10,2,2,4237350
2019,10,3,3,4108318
2019,10,4,4,4572947
2019,10,5,5,4368154
2019,10,6,6,3567520
2019,10,7,0,4511965
2019,10,8,1,4311208
2019,10,9,2,4501641
2019,10,10,3,4459234
2019,10,11,4,4707098
2019,10,12,5,4380942
2019,10,13,6,3654198
2019,10,14,0,4259223
2019,10,15,1,4038707
2019,10,16,2,4104386
2019,10,17,3,4092439
2019,10,18,4,4328882
2019,10,19,5,3907892
2019,10,20,6,3184481
2019,10,21,0,3923679
2019,10,22,1,3801175
2019,10,23,2,3862174
2019,10,24,3,3886337
2019,10,25,4,4239325
2019,10,26,5,3986059
2019,10,27,6,3242273
2019,10,28,0,3969989
2019,10,29,1,3776983
2019,10,30,2,3841323
2019,10,31,3,3988663
2019,11,1,4,3794450
2019,11,2,5,3789728
2019,11,3,6,2902724
2019,11,4,0,3807191
2019,11,5,1,3635831
2019,11,6,2,3675494
2019,11,7,3,3746146
2019,11,8,4,3962660
2019,11,9,5,3582083
2019,11,10,6,2752044
2019,11,11,0,3658184
2019,11,12,1,3579733
2019,11,13,2,3631233
2019,11,14,3,3620282
2019,11,15,4,3889558
2019,11,16,5,3483872
2019,11,17,6,2648702
2019,11,18,0,3655303
2019,11,19,1,4017048
2019,11,20,2,3529962
2019,11,21,3,3580769
2019,11,22,4,3848053
2019,11,23,5,3447801
2019,11,24,6,2678898
2019,11,25,0,3650879
2019,11,26,1,2589091
2019,11,27,2,3680583
2019,11,28,3,3690138
2019,11,29,4,4138048
2019,11,30,5,3673281
2019,12,1,6,2660263
2019,12,2,0,3680985
2019,12,3,1,3543422
2019,12,4,2,3572211
2019,12,5,3,3585924
2019,12,6,4,3924016
2019,12,7,5,3549017
2019,12,8,6,2724002
2019,12,9,0,3631239
2019,12,10,1,3564810
2019,12,11,2,3548970
2019,12,12,3,3650685
2019,12,13,4,3933829
2019,12,14,5,3512069
2019,12,15,6,2756783
2019,12,16,0,3717878
2019,12,17,1,3607276
2019,12,18,2,3746000
2019,12,19,3,3953177
2019,12,20,4,4377884
2019,12,21,5,4422762
2019,12,22,6,3413582
2019,12,23,0,4378610
2019,12,24,1,3702716
2019,12,25,2,3111795
2019,12,26,3,3478925
2019,12,27,4,4219689
2019,12,28,5,4023461
2019,12,29,6,3499053
2019,12,30,0,4349592
2019,12,31,1,3781802
2020,1,1,2,3312153
2020,1,2,3,3759570
2020,1,3,4,3926812
2020,1,4,5,3637315
2020,1,5,6,2878994
2020,1,6,0,3464318
2020,1,7,1,3460562
2020,1,8,2,3405995
2020,1,9,3,3423610
2020,1,10,4,3615975
2020,1,11,5,3296663
2020,1,12,6,2687336
2020,1,13,0,3485431
2020,1,14,1,3406997
2020,1,15,2,3461916
2020,1,16,3,3489280
2020,1,17,4,3853476
2020,1,18,5,3314770
2020,1,19,6,2585319
2020,1,20,0,3526102
2020,1,21,1,3431396
2020,1,22,2,3433461
2020,1,23,3,3423095
2020,1,24,4,3729103
2020,1,25,5,3397465
2020,1,26,6,2665024
2020,1,27,0,3646514
2020,1,28,1,3535613
2020,1,29,2,3582623
2020,1,30,3,3662194
2020,1,31,4,3907708
2020,2,1,5,3433012
2020,2,2,6,2643833
2020,2,3,0,3615922
2020,2,4,1,3516726
2020,2,5,2,3548349
2020,2,6,3,3583047
2020,2,7,4,3837182
2020,2,8,5,3481750
2020,2,9,6,2766994
2020,2,10,0,3591953
2020,2,11,1,3579222
2020,2,12,2,3592539
2020,2,13,3,3593676
2020,2,14,4,3848686
2020,2,15,5,3520420
2020,2,16,6,2781841
2020,2,17,0,3580693
2020,2,18,1,3549984
2020,2,19,2,3523666
2020,2,20,3,3628106
2020,2,21,4,3815426
2020,2,22,5,3496792
2020,2,23,6,2764020
2020,2,24,0,3648090
2020,2,25,1,3556571
2020,2,26,2,3585240
2020,2,27,3,3620132
2020,2,28,4,3913252
2020,2,29,5,3343469
2020,3,1,6,2644425
2020,3,2,0,3613438
2020,3,3,1,3465760
2020,3,4,2,3493246
2020,3,5,3,3444004
2020,3,6,4,3671250
2020,3,7,5,3206189
2020,3,8,6,2630071
2020,3,9,0,3518881
2020,3,10,1,3397929
2020,3,11,2,3582182
2020,3,12,3,3641716
2020,3,13,4,4033905
2020,3,14,5,3023101
2020,3,15,6,2512801
2020,3,16,0,4159761
2020,3,17,1,3584369
2020,3,18,2,3272230
2020,3,19,3,3096201
2020,3,20,4,3034173
2020,3,21,5,2100582
2020,3,22,6,1783236
2020,3,23,0,3069022
2020,3,24,1,2899001
2020,3,25,2,3291444
2020,3,26,3,2892655
2020,3,27,4,2870935
2020,3,28,5,2091526
2020,3,29,6,1670254
2020,3,30,0,2959470
2020,3,31,1,2971854
2020,4,1,2,2823436
2020,4,2,3,2867889
2020,4,3,4,2498987
